C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_14_601.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_14_601.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_14_601.jpg, 0, 0.21414, 0, 0.101543
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_14_701.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_14_701.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_14_701.jpg, 0, 0.514023, 0, 0.5744858
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_14_801.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_14_801.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_14_801.jpg, -0.2837, 0.8144746, 0, 1.336651
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_14_901.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_14_901.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_14_901.jpg, -0.581139, 1, 0, 2.418824
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_002.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_002.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_002.jpg, -0.513626, 1, 0, 3.571542
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_102.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_102.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_102.jpg, -0.2120939, 1, 0, 4.748364
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_204.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_204.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_204.jpg, 0, 1, 0, 5.902976
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_304.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_304.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_304.jpg, 0, 1, 0, 7.049892
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_404.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_404.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_404.jpg, 0, 1, 0, 8.186065
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_505.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_505.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_505.jpg, -0.1255596, 1, 0, 9.307689
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_606.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_606.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_606.jpg, -0.4257189, 1, 0, 10.36952
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_707.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_707.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_707.jpg, -0.1409052, 1, 0, 11.56751
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_808.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_808.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_808.jpg, 0, 1, 0, 12.36476
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_15_909.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_15_909.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_15_909.jpg, 0, 1, 0, 13.62765
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_010.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_010.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_010.jpg, -0.1404885, 1, 0, 14.71594
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_111.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_111.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_111.jpg, -0.439106, 1, 0, 15.62871
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_213.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_213.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_213.jpg, -0.1146543, 1, 0, 16.84588
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_313.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_313.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_313.jpg, 0, 1, 0, 18.03611
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_413.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_413.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_413.jpg, -0.1782909, 1, 0, 18.90771
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_516.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_516.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_516.jpg, -0.2951052, 1, 0, 19.98982
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_617.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_617.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_617.jpg, 0, 1, 0, 20.9
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_718.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_718.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_718.jpg, -0.2086185, 1, 0, 21.95398
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_819.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_819.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_819.jpg, -0.3029042, 1, 0, 22.83787
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_16_921.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_16_921.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_16_921.jpg, -0.04034127, 1, 0, 23.83165
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_022.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_022.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_022.jpg, -0.3407786, 1, 0, 24.76991
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_122.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_122.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_122.jpg, -0.3183429, 1, 0, 25.64656
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_224.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_224.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_224.jpg, -0.01842264, 1, 0, 26.59936
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_324.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_324.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_324.jpg, 0, 1, 0, 27.52902
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_425.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_425.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_425.jpg, 0, 1, 0, 28.4591
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_526.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_526.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_526.jpg, 0, 1, 0, 29.38104
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_628.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_628.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_628.jpg, -0.0562263, 1, 0, 30.18742
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_728.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_728.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_728.jpg, -0.3580323, 1, 0, 30.16063
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_829.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_829.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_829.jpg, -0.0595356, 1, 0, 30.1915
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_17_929.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_17_929.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_17_929.jpg, -0.0229413, 1, 0, 30.19013
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_030.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_030.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_030.jpg, -0.3237471, 1, 0, 30.16929
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_131.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_131.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_131.jpg, -0.203151, 1, 0, 30.19061
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_232.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_232.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_232.jpg, 0, 1, 0, 30.18831
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_334.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_334.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_334.jpg, -0.3412725, 1, 0, 30.16925
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_436.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_436.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_436.jpg, -0.1695632, 1, 0, 30.1921
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_537.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_537.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_537.jpg, 0, 1, 0, 30.18838
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_638.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_638.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_638.jpg, 0, 1, 0, 30.19016
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_738.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_738.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_738.jpg, 0, 1, 0, 30.19029
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_838.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_838.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_838.jpg, -0.0185907, 1, 0, 30.1902
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_18_940.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_18_940.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_18_940.jpg, -0.3175662, 1, 0, 30.16607
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_041.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_041.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_041.jpg, -0.05631479, 1, 0, 30.19107
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_143.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_143.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_143.jpg, 0, 1, 0, 30.1899
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_244.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_244.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_244.jpg, 0, 1, 0, 30.19026
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_344.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_344.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_344.jpg, 0, 1, 0, 30.19046
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_445.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_445.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_445.jpg, 0, 1, 0, 30.1903
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_547.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_547.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_547.jpg, 0, 1, 0, 30.19029
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_648.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_648.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_648.jpg, 0, 1, 0, 30.19033
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_748.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_748.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_748.jpg, 0, 1, 0, 30.19029
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_849.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_849.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_849.jpg, -0.2114544, 1, 0, 30.17817
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_19_951.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_19_951.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_19_951.jpg, -0.3109164, 1, 0, 30.17689
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_053.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_053.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_053.jpg, -0.009106728, 1, 0, 30.18847
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_153.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_153.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_153.jpg, 0, 1, 0, 30.19009
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_254.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_254.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_254.jpg, 0, 1, 0, 30.19026
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_355.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_355.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_355.jpg, 0, 1, 0, 30.19029
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_456.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_456.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_456.jpg, 0, 1, 0, 30.19035
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_558.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_558.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_558.jpg, -0.09379169, 1, 0, 30.18813
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_659.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_659.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_659.jpg, -0.2853888, 1, 0, 30.17184
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_759.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_759.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_759.jpg, 0, 1, 0, 30.18888
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_859.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_859.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_859.jpg, 0, 1, 0, 30.19003
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_20_959.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_20_959.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_20_959.jpg, 0, 1, 0, 30.19024
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_061.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_061.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_061.jpg, 0, 1, 0, 30.19032
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_162.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_162.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_162.jpg, -0.210723, 1, 0, 30.17881
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_262.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_262.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_262.jpg, -0.06542095, 1, 0, 30.19094
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_364.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_364.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_364.jpg, 0, 1, 0, 30.18998
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_464.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_464.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_464.jpg, 0, 1, 0, 30.19025
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_564.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_564.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_564.jpg, -0.1903203, 1, 0, 30.18147
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_666.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_666.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_666.jpg, -0.2797743, 1, 0, 30.18007
C:\CVT\Projects\Behavorial_Cloning\Data\IMG\center_2023_02_14_16_05_21_768.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\left_2023_02_14_16_05_21_768.jpg, C:\CVT\Projects\Behavorial_Cloning\Data\IMG\right_2023_02_14_16_05_21_768.jpg, 0, 1, 0, 30.18806
